filename,kappa,lwr,upr,subjects,p_value
2_Appropriateness.csv,0.519828797,0.456516749,0.583140844,400,0
2_Humanlikeness.csv,0.528789871,0.466325116,0.591254626,400,0
2_Information content of outputs.csv,0.5250146,0.459005871,0.591023329,400,0
3_Appropriateness.csv,0.411204623,0.338787228,0.483622018,400,0
3_Humanlikeness.csv,0.44392115,0.358926755,0.528915545,400,0
3_Information content of outputs.csv,0.190602295,0.151121902,0.230082688,400,0
4_Appropriateness.csv,0.421518119,0.359012183,0.484024056,400,2.66E-15
4_Humanlikeness.csv,0.38141779,0.232387349,0.530448231,400,3.22E-10
4_Information content of outputs.csv,0.360927152,0.300414968,0.421439337,400,6.55E-12
